,Municipality,Latitude,Longitude
2611,Fontaines (NE),47.04127755,6.900800636080296
2612,Les Geneveys-sur-Coffrane,47.0146879,6.8524243
2613,Les Hauts-Geneveys,47.05291535,6.856180959228031
2614,Montmollin,46.9946188,6.844766
2615,Le Pâquier (NE),47.0988962,6.9866517
2616,Savagnier,47.0540991,6.957844557182044
2617,Valangin,47.0158507,6.9072693
2618,Villiers,46.8887119,1.1846996
2619,Les Bayards,46.9156008,6.5155776
2620,Boveresse,46.916623,6.5972031
2621,Buttes,46.8874604,6.5513541
2622,La Côte-aux-Fées,46.8666659,6.4886238
2623,Couvet,46.9261639,6.6343244
2624,Fleurier,46.904275,6.58004
2625,Môtiers (NE),46.9104514,6.6107557
2626,Noiraigue,46.954554,6.7249296
2627,Saint-Sulpice (NE),46.909486,6.5639217
2628,Travers,46.9413309,6.6763617
2629,Les Verrières,46.904458,6.4820688
2630,Aire-la-Ville,46.1905919,6.0428776
2631,Anières,46.2760802,6.2234115
2632,Avully,46.1695458,6.0013516
2633,Avusy,46.1516784,5.9947436
2634,Bardonnex,46.1499139,6.1051191
2635,Bellevue,47.6144219,-122.192337
2636,Bernex,46.3607868,6.6753169
2637,Carouge (GE),46.1846691,6.1396839
2638,Cartigny,49.91327,3.00835
2639,Céligny,46.3505844,6.1949435
2640,Chancy,46.1494748,5.9726238
2641,Chêne-Bougeries,46.1963639,6.1854072
2642,Chêne-Bourg,46.1942388,6.1934779
2643,Choulex,46.2231863,6.2242767
2644,Collex-Bossy,46.279171950000006,6.12093266174688
2645,Collonge-Bellerive,46.2537418,6.2045928
2646,Cologny,46.2163962,6.1817613
2647,Confignon,46.1742486,6.0851643
2648,Corsier (GE),46.2626753,6.2250187
2649,Dardagny,46.1947568,5.9949629
2650,Genève,46.2017559,6.1466014
2651,Genthod,46.2644177,6.1570636
2652,Le Grand-Saconnex,46.2363321,6.126532
2653,Gy,47.4068,5.8146609
2654,Hermance,46.3021881,6.2437346
2655,Jussy,49.7201,3.2309
2656,Laconnex,46.155596,6.0360307
2657,Lancy,46.1839156,6.1224047
2658,Meinier,46.2467188,6.2333553
2659,Meyrin,46.2283226,6.0712016
2660,Onex,46.1836866,6.1001084
2661,Perly-Certoux,46.1573225,6.0917899
2662,Plan-les-Ouates,46.1683113,6.117887
2663,Pregny-Chambésy,46.2352628,6.139212
2664,Presinge,46.2191549,6.25636
2665,Puplinge,46.2106389,6.231707
2666,Russin,46.1876287,6.0130297
2667,Satigny,46.2157703,6.0330885
2668,Soral,46.1443887,6.0437516
2669,Thônex,46.1884304,6.1983858
2670,Troinex,46.1616537,6.147819
2671,Vandoeuvres,46.2214083,6.2024623
2672,Vernier,46.2131843,6.0815756
2673,Versoix,46.2767572,6.168958
2674,Veyrier,46.1668163,6.185681
2675,Bassecourt,47.3380057,7.2399967281483555
2676,Boécourt,47.3489482,7.2140576
2677,Bourrignon,47.3966596,7.245026
2678,Châtillon (JU),47.3275306,7.3437721
2679,Corban,47.3464617,7.4761309
2680,Courchapoix,47.3489876,7.4561999
2681,Courfaivre,47.3307693,7.279929772198551
2682,Courrendlin,47.3392989,7.3735698
2683,Courroux,47.359922,7.3782917
2684,Courtételle,47.3418687,7.3162671
2685,Delémont,47.3615882,7.354445
2686,Develier,47.3567272,7.2910721
2687,Ederswiler,47.425687,7.334709
2688,Glovelier,47.3238184,7.18565314099553
2689,Mervelier,47.343821,7.4984971
2690,Mettembert,47.3981573,7.3220141
2691,Montsevelier,47.3598883,7.510694388985991
2692,Movelier,47.4093561,7.3180391
2693,Pleigne,47.4074958,7.292424
2694,Rebeuvelier,47.3244305,7.4151819
2695,Rossemaison,47.3457776,7.3431762
2696,Saulcy,48.2775865,4.8339734
2697,Soulce,47.29868999999999,7.289723046823299
2698,Soyhières,47.390073,7.3696855
2699,Undervelier,47.3015483,7.216319259096268
2700,Vermes,47.31948235,7.49482112751775
2701,Vicques,48.9489106,-0.0768034
2702,Vellerat,47.3191212,7.3710192
2703,Le Bémont (JU),47.2637024,7.0135465
2704,Les Bois,46.3273991,5.2072631
2705,Les Breuleux,47.2115671,7.0054836
2706,La Chaux-des-Breuleux,47.222708,7.0275091
2707,Les Enfers,47.2885745,7.047358
2708,Epauvillers,47.3352462,7.1160018
2709,Epiquerez,47.3285359,7.05653
2710,Les Genevez (JU),47.2567802,7.1293599
2711,Goumois,47.265855,6.93856709573028
2712,Lajoux (JU),47.2790114,7.1359592
2713,Montfaucon,48.957,3.42498
2714,Montfavergier,47.3094773,7.0896916
2715,Muriaux,47.246007,6.9794762
2716,Le Noirmont,47.2243743,6.9567612
2717,Le Peuchapatte,47.1970105,6.9652385
2718,Les Pommerats,47.2712268,6.9855346
2719,Saignelégier,47.2557997,6.9963585
2720,Saint-Brais,47.3053022,7.1125855
2721,Soubey,47.3082434,7.0486468
2722,Alle,47.4258096,7.1291258
2723,Asuel,47.3977862,7.2093194
2724,Beurnevésin,47.4924898,7.1363556
2725,Boncourt,49.6161,3.94733
2726,Bonfol,47.4767014,7.1523017
2727,Bressaucourt,47.3849074,7.038299309500651
2728,Buix,47.4806835,7.0301046
2729,Bure,48.5041154,5.3567737
2730,Charmoille,47.2468643,6.6708644
2731,Chevenez,47.3920034,6.9998562
2732,Coeuve,47.454155,7.0975919
2733,Cornol,47.4073679,7.1612963
2734,Courchavon,47.4407708,7.0570937
2735,Courgenay,48.2863869,3.5489709
2736,Courtedoux,47.41021,7.0417935
2737,Courtemaîche,47.458606,7.0467882
2738,Damphreux,47.4757553,7.1023282
2739,Damvant,47.3721858,6.8971653
2740,Fahy,47.4184563,6.9505047
2741,Fontenais,47.3893866,7.076176357620085
2742,Fregiécourt,47.4122573,7.1981669
2743,Grandfontaine,48.4933336,7.1616678
2744,Lugnez,47.4829124,7.0981378
2745,Miécourt,47.4270918,7.1747627
2746,Montenol,47.3508968,7.1488942
2747,Montignez,47.4869761,7.0582598
2748,Montmelon,47.3545309,7.1817468
2749,Ocourt,47.3513888,7.0775968
2750,Pleujouse,47.4122188,7.2119036
2751,Porrentruy,47.4171297,7.0761342
2752,Réclère,47.3756339,6.9219953
2753,Roche-d'Or,47.3668809,6.9540107
2754,Rocourt,48.1075871,5.743120829673061
2755,Saint-Ursanne,47.3646034,7.1539488
2756,Seleute,47.3663624,7.1132195
2757,Vendlincourt,47.4512425,7.1485023
